Task_ID,Project_Phase,Start_Date,End_Date,Planned_Duration_Days,Task_Duration_Days,Schedule_Variance_Days,Delay_Flag,Labor_Required,Equipment_Units,Planned_Cost_USD,Material_Cost_USD,Cost_Variance_USD,Start_Constraint,Risk_Level,Resource_Constraint_Score,Site_Constraint_Score,Dependency_Count,Safety_Incident_Count,Incident_Severity,Near_Miss_Count,Safety_Score
T1073,Pre-Construction,2024-03-11,2024-03-23,11,12,1,1,14,8,37334.88,41815.69,4480.81,16,Medium,0.38,0.68,4,2,Minor,0,68.0
T1074,Pre-Construction,2024-03-29,2024-04-11,12,13,1,1,18,1,74828.29,93538.26,18709.97,9,Low,0.6,0.51,0,0,None,0,98.2
T1075,Closeout & Commissioning,2024-12-30,2025-03-02,63,62,-1,0,12,2,29102.33,25837.03,-3265.3,1,Low,0.87,0.85,1,0,None,2,90.6
T1076,Structural,2024-06-24,2024-09-14,59,82,23,1,19,7,12100.36,12924.29,823.93,5,High,0.76,0.13,2,0,None,1,99.8
T1077,Structural,2024-08-23,2024-11-20,78,89,11,1,14,4,52356.34,58869.77,6513.43,7,Medium,0.83,0.5,2,0,None,0,96.2
T1078,MEP,2024-08-22,2024-10-21,60,60,0,0,17,8,96471.66,96962.86,491.2,28,Medium,0.48,0.57,3,0,None,3,92.3
T1079,Foundation & Sitework,2024-05-24,2024-07-06,40,43,3,1,3,3,35974.58,38406.08,2431.5,18,High,0.52,0.84,1,0,None,0,96.2
T1080,Closeout & Commissioning,2024-12-23,2025-03-09,76,76,0,0,7,6,8040.16,7141.64,-898.52,10,High,0.51,0.14,0,1,Serious,0,55.7
T1081,Finishing & Interiors,2024-12-13,2025-02-19,68,68,0,0,17,9,34877.95,34591.22,-286.73,24,High,0.35,0.56,0,1,Moderate,0,79.1
T1082,Foundation & Sitework,2024-04-03,2024-04-08,4,5,1,1,12,1,50454.53,51087.23,632.7,11,Low,0.25,0.78,3,0,None,1,93.9
T1083,Structural,2024-08-02,2024-09-08,42,37,-5,0,9,1,18290.74,17030.38,-1260.36,8,Medium,0.67,0.29,3,3,Minor,1,55.2
T1084,Finishing & Interiors,2024-11-25,2025-02-05,54,72,18,1,15,8,62627.73,66152.12,3524.39,1,Medium,0.99,0.8,0,0,None,1,97.4
T1085,Closeout & Commissioning,2025-01-28,2025-02-28,28,31,3,1,18,3,82994.12,99777.19,16783.07,7,Medium,0.33,0.12,0,0,None,0,95.8
T1086,MEP,2024-09-24,2024-10-03,7,9,2,1,13,5,43129.68,45722.21,2592.53,25,Medium,0.24,0.69,1,0,None,0,100.0
T1087,MEP,2024-08-19,2024-10-09,43,51,8,1,8,1,27200.36,36118.13,8917.77,10,Low,0.82,0.85,3,0,None,2,91.5
T1088,Foundation & Sitework,2024-04-08,2024-05-07,26,29,3,1,14,5,41126.32,40669.71,-456.61,27,Medium,0.4,0.63,1,0,None,1,100.0
T1089,Closeout & Commissioning,2025-01-29,2025-04-17,78,78,0,0,8,6,13352.1,12399.47,-952.63,20,Medium,0.86,0.45,0,0,None,0,96.7
T1090,Structural,2024-08-19,2024-09-28,40,40,0,0,14,8,74533.24,88444.09,13910.85,3,Low,0.76,0.14,4,0,None,0,100.0
T1091,Closeout & Commissioning,2025-02-17,2025-03-30,29,41,12,1,7,3,32371.33,42067.74,9696.41,9,Low,0.96,0.84,4,0,None,0,95.1
T1092,MEP,2024-09-20,2024-12-15,61,86,25,1,12,3,43136.18,39340.17,-3796.01,20,Low,0.53,0.48,0,0,None,3,91.1
T1093,MEP,2024-11-04,2024-11-15,8,11,3,1,11,9,61774.47,66309.34,4534.87,19,Low,0.73,0.12,3,0,None,0,100.0
T1094,MEP,2024-08-14,2024-09-06,16,23,7,1,11,4,39689.19,44761.31,5072.12,15,Low,0.57,0.65,4,0,None,0,100.0
T1095,Structural,2024-08-12,2024-08-13,1,1,0,0,13,4,51130.4,65175.11,14044.71,7,Low,0.7,0.49,3,1,Serious,0,64.1
T1096,Foundation & Sitework,2024-05-20,2024-07-05,36,46,10,1,18,7,7843.24,7083.18,-760.06,3,Medium,0.56,0.2,4,1,Minor,0,88.2
T1097,Foundation & Sitework,2024-05-13,2024-06-03,19,21,2,1,2,2,82050.32,81558.61,-491.71,28,Medium,0.35,0.27,3,0,None,0,100.0
T1098,Foundation & Sitework,2024-04-30,2024-06-05,27,36,9,1,15,8,95490.75,94109.89,-1380.86,9,Medium,0.61,0.15,4,0,None,0,97.0
T1099,Finishing & Interiors,2024-10-18,2024-12-11,41,54,13,1,18,6,66255.69,65227.77,-1027.92,11,High,0.62,0.56,3,0,None,0,97.8
T1100,Structural,2024-08-29,2024-11-24,69,87,18,1,15,3,73311.72,95502.03,22190.31,28,Low,0.85,0.6,1,0,None,0,97.9
T1101,Pre-Construction,2024-03-11,2024-05-07,43,57,14,1,19,9,15178.35,15991.8,813.45,13,Low,0.79,0.5,3,0,None,0,98.8
T1102,Closeout & Commissioning,2025-01-10,2025-01-11,1,1,0,0,12,5,48349.39,48264.2,-85.19,15,High,0.73,0.75,1,0,None,0,98.9
T1103,Finishing & Interiors,2024-11-13,2025-01-15,48,63,15,1,13,8,48892.47,60578.87,11686.4,21,Low,0.29,0.79,1,0,None,0,100.0
T1104,Closeout & Commissioning,2025-02-12,2025-04-07,38,54,16,1,11,7,59194.08,58591.93,-602.15,17,High,0.78,0.59,0,0,None,2,90.6
T1105,Closeout & Commissioning,2025-01-30,2025-03-26,55,55,0,0,5,8,44933.52,40744.72,-4188.8,20,High,0.6,0.11,1,0,None,0,100.0
T1106,Foundation & Sitework,2024-04-23,2024-06-02,34,40,6,1,1,7,34010.92,34470.36,459.44,21,Medium,0.92,0.66,2,2,Minor,0,66.7
T1107,Structural,2024-07-15,2024-07-30,11,15,4,1,3,3,13716.85,13555.58,-161.27,20,High,0.94,0.43,1,0,None,2,92.1
T1108,Finishing & Interiors,2024-11-22,2024-12-13,19,21,2,1,19,2,40132.76,39782.5,-350.26,11,Low,0.24,0.55,3,0,None,5,85.0
T1109,MEP,2024-08-12,2024-09-28,49,47,-2,0,7,7,16820.28,17103.42,283.14,17,Low,0.86,0.62,1,0,None,0,100.0
T1110,Foundation & Sitework,2024-05-08,2024-07-20,65,73,8,1,12,3,63970.7,73702.2,9731.5,29,Medium,0.23,0.38,3,0,None,0,100.0
T1111,Finishing & Interiors,2024-11-25,2025-01-17,52,53,1,1,15,3,20194.45,21674.26,1479.81,6,Low,0.49,0.83,3,0,None,0,100.0
T1112,Foundation & Sitework,2024-04-29,2024-05-08,7,9,2,1,5,2,6089.32,6797.97,708.65,19,High,0.63,0.21,2,0,None,0,96.6
T1113,Foundation & Sitework,2024-06-10,2024-08-23,58,74,16,1,15,4,54610.84,55684.25,1073.41,23,Low,0.32,0.64,1,0,None,0,100.0
T1114,MEP,2024-09-30,2024-11-21,37,52,15,1,8,8,52851.92,59927.74,7075.82,22,Medium,0.8,0.1,1,0,None,2,89.9
T1115,MEP,2024-08-21,2024-10-17,46,57,11,1,10,1,87493.6,87319.39,-174.21,6,Medium,0.21,0.84,4,0,None,0,98.8
T1116,MEP,2024-10-14,2024-11-09,29,26,-3,0,16,1,48455.15,58121.18,9666.03,8,Medium,0.33,0.19,4,0,None,0,99.1
T1117,Foundation & Sitework,2024-05-17,2024-06-27,38,41,3,1,8,5,35432.81,35202.6,-230.21,0,Low,0.66,0.18,0,0,None,4,83.4
T1118,Finishing & Interiors,2024-12-31,2025-02-04,32,35,3,1,1,5,63272.85,80498.18,17225.33,25,Low,0.77,0.37,3,0,None,2,91.7
T1119,Structural,2024-06-10,2024-08-12,51,63,12,1,12,1,53867.46,54487.61,620.15,5,High,0.93,0.4,2,0,None,0,100.0
T1120,Foundation & Sitework,2024-04-11,2024-05-06,21,25,4,1,5,6,8348.74,8848.75,500.01,5,Low,0.76,0.27,4,0,None,0,100.0
T1121,Finishing & Interiors,2024-11-06,2025-01-20,55,75,20,1,3,1,44626.76,57019.21,12392.45,21,High,0.74,0.57,1,1,Moderate,0,73.5
T1122,Closeout & Commissioning,2025-01-20,2025-02-27,34,38,4,1,1,5,85035.29,90893.84,5858.55,28,Medium,0.52,0.45,0,0,None,1,92.4
T1123,Finishing & Interiors,2024-12-25,2024-12-27,2,2,0,0,4,9,40999.03,40234.95,-764.08,11,Medium,0.2,0.13,2,0,None,0,96.8
T1124,Finishing & Interiors,2024-10-17,2024-10-24,5,7,2,1,8,5,23803.08,30336.25,6533.17,21,Medium,0.3,0.36,1,0,None,0,98.9
T1125,MEP,2024-09-19,2024-12-10,73,82,9,1,3,6,13072.06,15203.48,2131.42,11,Low,0.63,0.75,1,0,None,3,95.5
T1126,MEP,2024-08-22,2024-09-25,37,34,-3,0,10,8,18356.42,15993.11,-2363.31,9,Medium,0.74,0.65,3,2,Moderate,2,50.4
T1127,Foundation & Sitework,2024-05-13,2024-05-30,14,17,3,1,2,1,43138.27,43844.38,706.11,22,High,0.53,0.68,3,0,None,0,100.0
T1128,Structural,2024-08-14,2024-09-26,50,43,-7,0,11,2,63952.54,59972.3,-3980.24,29,Low,0.78,0.66,4,0,None,1,93.1
T1129,Structural,2024-06-28,2024-08-26,42,59,17,1,10,9,7450.5,8980.93,1530.43,25,High,0.62,0.35,4,0,None,0,100.0
T1130,Structural,2024-08-27,2024-10-17,51,51,0,0,14,3,83957.3,94017.29,10059.99,5,Low,0.26,0.18,1,0,None,0,98.8
T1131,Finishing & Interiors,2024-10-23,2024-12-16,48,54,6,1,7,6,86470.8,75758.23,-10712.57,16,Low,0.35,0.32,1,0,None,0,100.0
T1132,MEP,2024-10-16,2024-11-09,23,24,1,1,2,5,56450.58,59075.77,2625.19,18,Low,0.87,0.77,4,0,None,0,98.4
T1133,Foundation & Sitework,2024-05-29,2024-06-23,28,25,-3,0,9,2,83179.51,83015.43,-164.08,17,High,0.78,0.88,4,0,None,0,100.0
T1134,Foundation & Sitework,2024-05-01,2024-07-11,63,71,8,1,16,7,7508.42,8938.49,1430.07,5,Low,0.92,0.5,1,1,Moderate,0,71.9
T1135,MEP,2024-09-02,2024-10-24,55,52,-3,0,13,4,39838.3,48207.05,8368.75,23,High,0.29,0.11,2,0,None,2,90.5
T1136,Pre-Construction,2024-03-06,2024-05-15,56,70,14,1,9,1,57912.98,63379.22,5466.24,18,High,0.99,0.21,1,1,Minor,1,86.4
T1137,Finishing & Interiors,2024-12-09,2025-03-07,69,88,19,1,4,4,73885.62,83036.64,9151.02,9,Low,0.37,0.36,2,0,None,0,100.0
T1138,MEP,2024-08-19,2024-09-21,29,33,4,1,10,6,61624.44,78563.49,16939.05,23,Low,0.21,0.56,2,0,None,4,91.9
T1139,MEP,2024-10-01,2024-11-19,39,49,10,1,12,7,26357.68,28429.86,2072.18,7,Medium,1.0,0.16,1,3,Minor,0,56.3
T1140,MEP,2024-11-01,2024-11-30,21,29,8,1,17,7,106313.22,94147.14,-12166.08,20,Low,0.42,0.85,0,0,None,0,100.0
T1141,Finishing & Interiors,2024-10-28,2024-12-30,46,63,17,1,14,7,11263.34,13310.24,2046.9,23,Medium,0.73,0.39,4,0,None,1,92.7
T1142,Structural,2024-05-28,2024-06-19,15,22,7,1,14,3,88557.34,87638.23,-919.11,5,Low,0.34,0.83,3,1,Moderate,2,67.3
T1143,MEP,2024-08-28,2024-09-23,26,26,0,0,2,6,97952.93,97123.08,-829.85,20,Low,0.66,0.72,1,0,None,2,92.1
T1144,MEP,2024-10-21,2024-11-18,29,28,-1,0,11,8,18321.31,18538.2,216.89,24,Medium,0.92,0.7,2,0,None,0,100.0
T1145,Structural,2024-07-29,2024-10-22,64,85,21,1,16,4,61239.38,72484.54,11245.16,29,Low,0.46,0.59,1,0,None,0,98.6
T1146,Finishing & Interiors,2024-12-23,2025-02-10,41,49,8,1,19,8,5061.64,4988.27,-73.37,6,Low,0.74,0.6,4,0,None,0,96.5
T1147,Finishing & Interiors,2024-11-06,2025-01-16,65,71,6,1,6,2,41025.16,41136.86,111.7,23,Low,0.35,0.61,2,0,None,4,89.0
T1148,MEP,2024-09-02,2024-11-22,71,81,10,1,19,9,53084.65,52112.05,-972.6,0,Low,0.7,0.6,3,0,None,0,100.0
T1149,Finishing & Interiors,2024-11-19,2025-02-11,71,84,13,1,5,9,58372.09,58483.88,111.79,26,Medium,0.47,0.54,3,0,None,3,89.8
T1150,Finishing & Interiors,2024-11-21,2025-01-09,42,49,7,1,4,8,98072.28,93657.79,-4414.49,17,High,0.37,0.89,3,1,Minor,3,72.3
T1151,Finishing & Interiors,2024-12-16,2025-01-05,17,20,3,1,15,1,67254.06,67552.82,298.76,23,Low,0.45,0.69,0,1,Minor,0,82.0
T1152,Finishing & Interiors,2024-12-31,2025-03-27,94,86,-8,0,4,2,37001.78,48646.52,11644.74,27,Medium,0.34,0.72,2,0,None,4,85.4
T1153,MEP,2024-08-30,2024-11-01,59,63,4,1,10,6,80572.59,81157.83,585.24,24,Medium,0.92,0.8,2,0,None,0,98.0
T1154,MEP,2024-10-08,2024-12-08,48,61,13,1,3,5,74086.79,95102.75,21015.96,19,Low,0.52,0.27,0,0,None,0,100.0
T1155,MEP,2024-08-08,2024-09-26,39,49,10,1,5,9,3616.85,3184.55,-432.3,11,Low,0.4,0.17,2,0,None,0,100.0
T1156,Finishing & Interiors,2024-11-11,2025-01-21,55,71,16,1,6,5,87750.73,98269.61,10518.88,15,High,0.56,0.49,0,0,None,0,100.0
T1157,Foundation & Sitework,2024-04-01,2024-04-02,1,1,0,0,8,2,9066.76,9527.08,460.32,9,Medium,0.46,0.51,1,0,None,1,95.6
T1158,Finishing & Interiors,2024-12-02,2024-12-15,11,13,2,1,7,4,82357.47,81624.29,-733.18,26,Medium,0.8,0.76,4,0,None,5,88.2
T1159,Finishing & Interiors,2024-10-24,2025-01-19,69,87,18,1,10,9,28536.36,28753.14,216.78,9,Medium,0.98,0.46,3,1,Minor,0,82.0
T1160,Pre-Construction,2024-03-13,2024-05-03,40,51,11,1,6,1,11237.03,14085.79,2848.76,13,Low,0.55,0.56,0,1,Minor,0,84.7
T1161,Finishing & Interiors,2024-12-11,2025-02-05,63,56,-7,0,14,1,38871.3,44545.71,5674.41,24,Medium,0.89,0.52,0,0,None,0,100.0
T1162,Foundation & Sitework,2024-06-03,2024-08-25,83,83,0,0,4,7,70464.87,64751.7,-5713.17,19,Medium,0.65,0.13,0,1,Minor,1,78.8
T1163,Structural,2024-08-15,2024-10-16,44,62,18,1,13,3,30927.25,38714.23,7786.98,9,Medium,0.33,0.59,1,0,None,1,93.1
T1164,Finishing & Interiors,2024-11-18,2024-12-20,27,32,5,1,17,2,6887.79,6401.98,-485.81,9,Low,0.75,0.76,0,0,None,2,97.8
T1165,Foundation & Sitework,2024-05-27,2024-06-26,25,30,5,1,7,9,52653.18,60346.65,7693.47,25,Low,0.61,0.23,4,0,None,1,95.4
T1166,Finishing & Interiors,2024-11-04,2024-12-03,22,29,7,1,4,3,89890.53,90337.92,447.39,24,Low,0.72,0.58,4,0,None,1,98.8
T1167,Finishing & Interiors,2024-10-28,2024-12-16,39,49,10,1,14,2,38731.7,38938.32,206.62,10,High,0.91,0.57,3,1,Serious,0,55.3
T1168,MEP,2024-08-13,2024-09-27,38,45,7,1,3,8,19150.61,22416.94,3266.33,22,Low,0.55,0.23,1,0,None,0,100.0
T1169,Pre-Construction,2024-03-14,2024-04-13,25,30,5,1,5,6,35496.48,44815.16,9318.68,1,Low,0.92,0.2,4,0,None,0,98.2
T1170,Structural,2024-08-09,2024-08-25,12,16,4,1,16,6,5153.62,5787.91,634.29,24,Low,0.8,0.88,2,3,Minor,0,50.6
T1171,MEP,2024-10-14,2024-11-23,35,40,5,1,4,7,82308.05,82228.27,-79.78,19,Low,0.59,0.41,2,0,None,3,92.1
T1172,Closeout & Commissioning,2024-12-23,2025-01-11,20,19,-1,0,2,7,68104.4,82807.74,14703.34,7,Medium,0.68,0.28,2,0,None,1,94.4
T1173,MEP,2024-10-14,2024-11-01,19,18,-1,0,18,6,58665.97,59212.05,546.08,29,Medium,0.46,0.24,0,0,None,1,95.9
T1174,Structural,2024-08-12,2024-08-13,1,1,0,0,19,4,32683.11,35957.19,3274.08,22,Medium,0.99,0.63,0,0,None,1,92.8
T1175,MEP,2024-10-29,2025-01-15,69,78,9,1,19,9,61308.46,80178.55,18870.09,28,Low,0.73,0.59,2,0,None,0,96.5
T1176,MEP,2024-09-30,2024-11-16,47,47,0,0,17,6,45336.34,55914.02,10577.68,6,Medium,0.24,0.61,3,0,None,1,95.0
T1177,Finishing & Interiors,2024-11-13,2025-01-18,46,66,20,1,14,4,69774.4,82767.3,12992.9,7,Low,0.46,0.17,3,1,Minor,0,80.9
T1178,Foundation & Sitework,2024-05-07,2024-06-14,37,38,1,1,19,3,63889.71,63514.42,-375.29,0,Low,0.7,0.81,0,0,None,1,100.0
T1179,Finishing & Interiors,2024-11-29,2025-01-19,36,51,15,1,13,4,81292.37,78656.14,-2636.23,20,Low,0.25,0.41,2,0,None,0,95.1
T1180,MEP,2024-11-04,2025-01-06,63,63,0,0,12,3,60542.4,60257.74,-284.66,1,Low,0.22,0.35,3,1,Minor,1,81.8
T1181,Closeout & Commissioning,2025-02-10,2025-02-14,2,4,2,1,6,2,36032.11,41999.97,5967.86,17,Low,0.56,0.47,0,0,None,0,96.2
T1182,Structural,2024-08-12,2024-08-13,1,1,0,0,4,5,104988.08,95836.64,-9151.44,14,Medium,0.47,0.41,2,1,Moderate,2,67.1
T1183,MEP,2024-09-20,2024-09-28,8,8,0,0,19,2,54263.42,54570.27,306.85,0,Medium,0.55,0.79,1,0,None,0,100.0
T1184,Closeout & Commissioning,2024-12-27,2025-01-25,25,29,4,1,16,6,63326.42,60903.86,-2422.56,4,High,0.41,0.84,2,0,None,2,90.6
T1185,Foundation & Sitework,2024-05-28,2024-07-22,42,55,13,1,13,3,21172.44,22828.28,1655.84,1,Low,0.33,0.34,2,1,Minor,0,89.7
T1186,Closeout & Commissioning,2025-01-27,2025-01-30,3,3,0,0,4,6,47886.59,62939.43,15052.84,19,Low,0.75,0.79,4,0,None,2,91.1
T1187,MEP,2024-09-05,2024-10-07,27,32,5,1,17,9,50683.42,57589.16,6905.74,2,Low,0.61,0.73,4,0,None,2,96.4
T1188,Pre-Construction,2024-04-08,2024-04-18,11,10,-1,0,1,1,19273.28,19299.0,25.72,18,High,0.36,0.84,1,0,None,2,94.5
T1189,Structural,2024-07-29,2024-10-11,62,74,12,1,18,6,6612.14,6899.12,286.98,17,Medium,0.46,0.3,1,0,None,3,94.8
T1190,Finishing & Interiors,2024-12-23,2025-03-16,68,83,15,1,17,9,58503.88,60831.57,2327.69,28,Medium,0.67,0.56,2,0,None,2,94.5
T1191,Pre-Construction,2024-04-15,2024-05-19,30,34,4,1,15,4,62220.55,76605.53,14384.98,21,Low,0.26,0.32,3,0,None,0,100.0
T1192,MEP,2024-09-23,2024-12-19,72,87,15,1,11,2,52897.22,52816.74,-80.48,17,Medium,0.32,0.76,1,0,None,0,97.0
T1193,Structural,2024-08-08,2024-10-02,55,55,0,0,13,4,23458.66,23450.49,-8.17,13,Low,0.26,0.1,2,2,Minor,0,66.7
T1194,MEP,2024-10-24,2024-11-25,23,32,9,1,1,1,61393.22,66985.68,5592.46,29,Medium,0.85,0.55,0,0,None,0,100.0
T1195,Pre-Construction,2024-04-02,2024-05-22,39,50,11,1,17,3,7199.34,8930.47,1731.13,23,High,0.8,0.37,4,0,None,0,98.3
T1196,Finishing & Interiors,2024-11-04,2024-11-11,6,7,1,1,6,9,44147.8,44741.54,593.74,7,High,0.8,0.36,3,1,Moderate,0,73.7
T1197,Closeout & Commissioning,2025-01-06,2025-01-14,7,8,1,1,4,5,18079.93,17173.31,-906.62,28,Medium,0.77,0.62,2,0,None,2,96.6
T1198,Closeout & Commissioning,2024-12-23,2025-02-26,66,65,-1,0,16,6,19231.18,19261.45,30.27,29,Low,0.74,0.78,0,0,None,0,98.4
T1199,Finishing & Interiors,2024-12-17,2025-02-12,60,57,-3,0,15,3,22380.27,21027.1,-1353.17,11,High,0.58,0.59,4,1,Moderate,0,79.5
T1200,Foundation & Sitework,2024-05-03,2024-07-09,47,67,20,1,15,5,38887.17,39284.0,396.83,20,Medium,0.71,0.78,0,0,None,0,100.0
T1201,Finishing & Interiors,2024-11-20,2025-02-16,87,88,1,1,6,8,6099.1,6063.87,-35.23,9,Low,0.23,0.31,2,3,Moderate,0,46.0
T1202,Pre-Construction,2024-03-28,2024-06-23,87,87,0,0,15,6,33386.91,40381.55,6994.64,22,Low,0.7,0.52,1,0,None,2,97.8
T1203,Pre-Construction,2024-03-29,2024-05-27,52,59,7,1,14,4,52329.61,51659.04,-670.57,19,Low,0.82,0.46,4,0,None,0,95.5
T1204,Structural,2024-08-12,2024-10-23,82,72,-10,0,11,2,48685.35,48846.13,160.78,16,Low,0.6,0.11,0,0,None,0,97.6
T1205,MEP,2024-10-02,2024-11-25,45,54,9,1,7,9,38231.43,38895.63,664.2,10,Low,0.49,0.55,1,0,None,0,99.7
T1206,Finishing & Interiors,2024-11-15,2025-01-21,56,67,11,1,9,1,76491.34,84075.51,7584.17,1,Medium,0.42,0.63,3,0,None,0,97.3
T1207,MEP,2024-09-16,2024-11-06,51,51,0,0,16,1,11608.19,15387.34,3779.15,25,Low,0.71,0.57,2,0,None,4,90.4
T1208,Structural,2024-06-25,2024-07-03,5,8,3,1,5,4,42833.65,51063.98,8230.33,25,Low,0.75,0.69,2,0,None,0,100.0
T1209,Structural,2024-07-22,2024-08-25,34,34,0,0,10,7,5812.65,7142.1,1329.45,3,Medium,0.9,0.56,4,0,None,2,93.2
T1210,Closeout & Commissioning,2025-02-10,2025-03-17,34,35,1,1,18,1,7790.06,8044.41,254.35,0,High,0.47,0.15,0,0,None,0,98.4
T1211,Structural,2024-07-15,2024-10-11,73,88,15,1,3,9,57854.82,57812.72,-42.1,14,Medium,0.82,0.19,3,0,None,1,100.0
T1212,MEP,2024-10-15,2025-01-01,78,78,0,0,13,4,54853.84,57035.82,2181.98,12,Low,0.65,0.58,4,0,None,0,99.4
T1213,Foundation & Sitework,2024-05-20,2024-06-21,28,32,4,1,11,3,74276.62,87925.32,13648.7,7,High,0.91,0.32,4,0,None,2,93.9
T1214,Finishing & Interiors,2024-11-29,2025-01-14,39,46,7,1,17,1,43152.22,56229.49,13077.27,24,High,0.62,0.16,0,0,None,0,98.5
T1215,MEP,2024-09-30,2024-10-16,13,16,3,1,13,4,97818.4,96019.31,-1799.09,3,Low,0.61,0.44,3,0,None,0,100.0
T1216,Foundation & Sitework,2024-06-04,2024-08-11,79,68,-11,0,6,9,4953.95,5820.79,866.84,9,Low,0.66,0.54,0,1,Moderate,0,75.7
T1217,Foundation & Sitework,2024-04-12,2024-05-19,34,37,3,1,17,6,9302.78,10702.76,1399.98,18,Medium,0.8,0.36,2,1,Minor,2,81.6
T1218,MEP,2024-10-14,2024-12-07,41,54,13,1,13,6,5457.98,5362.52,-95.46,17,High,0.97,0.68,1,0,None,2,97.1
T1219,MEP,2024-10-31,2025-01-24,84,85,1,1,19,1,15895.71,19342.41,3446.7,4,High,0.26,0.62,2,0,None,2,92.4
T1220,Structural,2024-06-03,2024-06-17,14,14,0,0,19,2,56648.42,54585.74,-2062.68,29,High,0.24,0.37,2,0,None,1,96.3
T1221,Closeout & Commissioning,2025-01-16,2025-03-12,56,55,-1,0,10,6,70486.72,64911.65,-5575.07,18,Medium,0.95,0.7,4,0,None,1,100.0
T1222,Foundation & Sitework,2024-06-04,2024-07-22,39,48,9,1,3,2,5056.16,5512.93,456.77,25,Medium,0.62,0.62,2,0,None,0,98.6
T1223,Structural,2024-06-20,2024-09-10,71,82,11,1,14,3,82028.74,94651.12,12622.38,22,Low,0.69,0.61,3,1,Moderate,4,65.9
T1224,Closeout & Commissioning,2024-12-23,2024-12-30,5,7,2,1,19,4,84224.07,84374.37,150.3,26,Low,0.59,0.54,2,0,None,0,100.0
T1225,Structural,2024-06-27,2024-09-09,73,74,1,1,5,5,25564.84,30364.64,4799.8,21,Low,0.27,0.11,3,1,Minor,0,86.2
T1226,MEP,2024-08-07,2024-08-14,6,7,1,1,5,9,7704.05,8641.57,937.52,15,Medium,0.81,0.66,0,0,None,1,99.4
T1227,Structural,2024-07-15,2024-08-17,30,33,3,1,17,4,16640.29,17818.82,1178.53,0,Medium,0.8,0.4,4,0,None,0,100.0
T1228,Structural,2024-06-14,2024-07-07,26,23,-3,0,10,9,14794.63,13567.5,-1227.13,11,Medium,0.45,0.85,3,0,None,1,100.0
T1229,Closeout & Commissioning,2025-02-03,2025-04-29,61,85,24,1,5,3,10397.1,13205.09,2807.99,23,Low,0.44,0.75,2,0,None,0,99.0
T1230,Structural,2024-06-24,2024-07-13,20,19,-1,0,4,8,52680.97,52337.61,-343.36,1,Medium,0.87,0.57,4,0,None,0,95.5
T1231,Finishing & Interiors,2024-12-02,2024-12-21,19,19,0,0,6,1,25175.08,25338.9,163.82,20,Low,0.26,0.3,4,0,None,0,99.0
T1232,Foundation & Sitework,2024-04-02,2024-05-08,36,36,0,0,4,9,27859.0,36455.83,8596.83,24,Low,0.9,0.26,3,0,None,2,95.7
T1233,Foundation & Sitework,2024-05-27,2024-06-25,20,29,9,1,7,9,76132.14,98961.03,22828.89,7,Medium,0.41,0.37,3,1,Moderate,1,71.5
T1234,Pre-Construction,2024-03-20,2024-05-19,44,60,16,1,7,2,72536.57,68747.11,-3789.46,17,Medium,0.67,0.48,1,0,None,0,100.0
T1235,MEP,2024-10-03,2024-12-24,82,82,0,0,18,4,91277.23,94949.09,3671.86,24,High,0.95,0.34,1,0,None,1,95.6
T1236,Structural,2024-07-01,2024-07-03,2,2,0,0,3,8,15258.98,15113.1,-145.88,15,Low,0.74,0.51,4,0,None,4,89.3
T1237,Finishing & Interiors,2024-12-13,2024-12-14,1,1,0,0,1,7,30596.58,38831.81,8235.23,4,Low,0.53,0.23,1,0,None,0,96.9
T1238,MEP,2024-08-21,2024-10-07,40,47,7,1,4,1,42334.17,55918.45,13584.28,25,Low,0.75,0.88,2,0,None,0,100.0
T1239,Closeout & Commissioning,2025-02-10,2025-04-20,68,69,1,1,6,5,6657.69,8599.05,1941.36,29,Low,0.48,0.19,0,0,None,0,100.0
T1240,Foundation & Sitework,2024-05-30,2024-06-19,20,20,0,0,9,7,1185.23,1414.56,229.33,21,High,0.42,0.85,4,0,None,2,91.0
T1241,Finishing & Interiors,2024-11-04,2024-11-15,12,11,-1,0,14,4,57495.34,67373.0,9877.66,12,Medium,1.0,0.83,0,0,None,1,94.9
T1242,Finishing & Interiors,2024-12-02,2024-12-04,3,2,-1,0,12,1,63321.2,64540.13,1218.93,18,High,0.8,0.52,1,0,None,0,100.0
T1243,Finishing & Interiors,2024-10-16,2024-12-22,67,67,0,0,4,9,38156.95,41668.09,3511.14,28,Low,0.72,0.68,3,1,Moderate,0,74.8
T1244,Finishing & Interiors,2024-11-25,2025-02-20,70,87,17,1,12,5,42987.86,49474.76,6486.9,2,High,0.48,0.45,4,1,Moderate,1,69.2
T1245,Finishing & Interiors,2024-12-09,2024-12-21,10,12,2,1,10,2,35039.8,42128.86,7089.06,25,Low,0.24,0.6,1,0,None,1,100.0
T1246,MEP,2024-09-23,2024-10-13,18,20,2,1,7,8,3384.23,3376.5,-7.73,7,High,0.22,0.37,2,2,Moderate,0,62.2
T1247,Foundation & Sitework,2024-06-07,2024-06-12,3,5,2,1,3,2,27587.85,34201.79,6613.94,26,Low,0.64,0.34,4,2,Minor,0,74.6
T1248,Pre-Construction,2024-03-20,2024-04-26,33,37,4,1,14,3,18367.89,18531.14,163.25,25,Low,0.81,0.56,4,0,None,0,99.3
